タイムスタンプ,あなたの名前を入れてください（ハンドルネーム）,いつ,どこで（「で」まで入れてください）,だれが（「が」まで入れてください）,なにをした
2024/04/06 18:04:37,デジ創太郎,四半世紀後,凱旋門で,金正恩が,爆破された
